"id","learning_rate","num_hidden","num_neurons","dropout_hidden","pccc","pccc_validate"
319,0.1,4,100,0.65,0.946153846153846,0.949698189134809
206,0.01,2,100,0.6,0.943956043956044,0.946680080482897
733,0.06,2,200,0.85,0.940659340659341,0.939637826961771
790,0.14,3,500,0.85,0.940659340659341,0.941649899396378
266,0.01,4,400,0.6,0.93956043956044,0.937625754527163
871,0.01,5,400,0.9,0.93956043956044,0.939637826961771
693,0.06,4,500,0.8,0.938461538461538,0.934607645875251
413,0.06,3,100,0.7,0.935164835164835,0.929577464788732
777,0.04,1,500,0.85,0.935164835164835,0.929577464788732
124,0.1,5,100,0.55,0.930769230769231,0.925553319919517
363,0.06,3,400,0.65,0.930769230769231,0.925553319919517
522,0.04,5,100,0.75,0.930769230769231,0.925553319919517
680,0.14,1,500,0.8,0.930769230769231,0.925553319919517
962,0.04,3,400,0.95,0.930769230769231,0.925553319919517
689,0.1,3,500,0.8,0.928571428571429,0.924547283702213
76,0.01,1,500,0.5,0.927472527472528,0.922535211267606
